amiiboSeries,character,gameSeries,head,image,name,release,tail,type
Animal Crossing,Cyrus,Animal Crossing,018b0000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_018b0000-02460502.png,Cyrus,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-11-21', 'na': '2015-11-13'}",2460502,Figure
Animal Crossing,Cyrus,Animal Crossing,018b0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_018b0001-01150502.png,Cyrus,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1150502,Card
Animal Crossing,Digby,Animal Crossing,018c0000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_018c0000-02430502.png,Digby,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-11-21', 'na': '2015-11-13'}",2430502,Figure
Animal Crossing,Digby,Animal Crossing,018c0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_018c0001-004c0502.png,Digby,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",004c0502,Card
Animal Crossing,Digby,Animal Crossing,018c0101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_018c0101-01180502.png,Digby - Raincoat,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1180502,Card
Animal Crossing,Rover,Animal Crossing,018d0000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_018d0000-024c0502.png,Rover,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-03-24', 'na': '2016-03-18'}",024c0502,Figure
Animal Crossing,Rover,Animal Crossing,018d0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_018d0001-010c0502.png,Rover,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",010c0502,Card
Animal Crossing,Resetti,Animal Crossing,18,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_018e0000-02490502.png,Resetti,"{'au': '2016-01-30', 'eu': '2016-01-29', 'jp': '2015-12-17', 'na': '2016-01-22'}",2490502,Figure
Animal Crossing,Resetti,Animal Crossing,180,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_018e0001-00490502.png,Resetti,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",490502,Card
Animal Crossing,Resetti,Animal Crossing,"1,8E+102",https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_018e0101-01780502.png,Resetti - Without Hat,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1780502,Card
Animal Crossing,Don Resetti,Animal Crossing,018f0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_018f0001-00b30502.png,Don Resetti,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00b30502,Card
Animal Crossing,Don Resetti,Animal Crossing,018f0101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_018f0101-01190502.png,Don Resetti - Without Hat,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1190502,Card
Animal Crossing,Brewster,Animal Crossing,1900001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01900001-01710502.png,Brewster,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1710502,Card
Animal Crossing,Harriet,Animal Crossing,1910001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01910001-004e0502.png,Harriet,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",004e0502,Card
Animal Crossing,Blathers,Animal Crossing,1920000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01920000-02470502.png,Blathers,"{'au': '2016-01-30', 'eu': '2016-01-29', 'jp': '2015-12-17', 'na': '2016-01-22'}",2470502,Figure
Animal Crossing,Blathers,Animal Crossing,1920001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01920001-010d0502.png,Blathers,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",010d0502,Card
Animal Crossing,Celeste,Animal Crossing,1930000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01930000-02480502.png,Celeste,"{'au': '2016-01-30', 'eu': '2016-01-29', 'jp': '2015-12-17', 'na': '2016-01-22'}",2480502,Figure
Animal Crossing,Celeste,Animal Crossing,1930001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01930001-01740502.png,Celeste,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1740502,Card
Animal Crossing,Kicks,Animal Crossing,1940000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01940000-024a0502.png,Kicks,"{'au': '2016-01-30', 'eu': '2016-01-29', 'jp': '2015-12-17', 'na': '2016-01-22'}",024a0502,Figure
Animal Crossing,Kicks,Animal Crossing,1940001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01940001-00aa0502.png,Kicks,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00aa0502,Card
Animal Crossing,Porter,Animal Crossing,1950001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01950001-00b00502.png,Porter,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00b00502,Card
Animal Crossing,Kapp'n,Animal Crossing,1960000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01960000-024e0502.png,Kapp'n,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-03-24', 'na': '2016-03-18'}",024e0502,Figure
Animal Crossing,Kapp'n,Animal Crossing,1960001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01960001-00480502.png,Kapp'n,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",480502,Card
Animal Crossing,Leilani,Animal Crossing,1970001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01970001-01770502.png,Leilani,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1770502,Card
Animal Crossing,Leila,Animal Crossing,1980001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01980001-00b10502.png,Lelia,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00b10502,Card
Animal Crossing,Grams,Animal Crossing,1990001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01990001-01160502.png,Grams,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1160502,Card
Animal Crossing,Chip,Animal Crossing,019a0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_019a0001-00b70502.png,Chip,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00b70502,Card
Animal Crossing,Nat,Animal Crossing,019b0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_019b0001-00b60502.png,Nat,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00b60502,Card
Animal Crossing,Phineas,Animal Crossing,019c0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_019c0001-01730502.png,Phineas,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1730502,Card
Animal Crossing,Copper,Animal Crossing,019d0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_019d0001-00ac0502.png,Copper,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00ac0502,Card
Animal Crossing,Booker,Animal Crossing,190,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_019e0001-00ad0502.png,Booker,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00ad0502,Card
Animal Crossing,Pete,Animal Crossing,019f0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_019f0001-01110502.png,Pete,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1110502,Card
Animal Crossing,Pelly,Animal Crossing,01a00001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01a00001-010f0502.png,Pelly,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",010f0502,Card
Animal Crossing,Phyllis,Animal Crossing,01a10001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01a10001-01100502.png,Phyllis,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1100502,Card
Animal Crossing,Gulliver,Animal Crossing,01a20001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01a20001-017d0502.png,Gulliver,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",017d0502,Card
Animal Crossing,Joan,Animal Crossing,01a30001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01a30001-004a0502.png,Joan,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",004a0502,Card
Animal Crossing,Pascal,Animal Crossing,01a40001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01a40001-004d0502.png,Pascal,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",004d0502,Card
Animal Crossing,Katrina,Animal Crossing,01a50001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01a50001-01720502.png,Katrina,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1720502,Card
Animal Crossing,Sahara,Animal Crossing,01a60001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01a60001-00500502.png,Sahara,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",500502,Card
Animal Crossing,Wendell,Animal Crossing,01a70001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01a70001-01140502.png,Wendell,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1140502,Card
Animal Crossing,Redd,Animal Crossing,01a80001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01a80001-004f0502.png,Redd,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",004f0502,Card
Animal Crossing,Redd,Animal Crossing,01a80101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01a80101-017e0502.png,Redd - Shirt,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",017e0502,Card
Animal Crossing,Gracie,Animal Crossing,01a90001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01a90001-01760502.png,Gracie,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1760502,Card
Animal Crossing,Lyle,Animal Crossing,01aa0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01aa0001-00530502.png,Lyle,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",530502,Card
Animal Crossing,Pave,Animal Crossing,01ab0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01ab0001-017c0502.png,Pave,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",017c0502,Card
Animal Crossing,Zipper,Animal Crossing,01ac0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01ac0001-017f0502.png,Zipper,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",017f0502,Card
Animal Crossing,Jack,Animal Crossing,01ad0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01ad0001-00b80502.png,Jack,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00b80502,Card
Animal Crossing,Franklin,Animal Crossing,01ae0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01ae0001-011b0502.png,Franklin,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",011b0502,Card
Animal Crossing,Jingle,Animal Crossing,01af0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01af0001-011c0502.png,Jingle,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",011c0502,Card
Animal Crossing,Tortimer,Animal Crossing,01b00001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01b00001-00520502.png,Tortimer,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",520502,Card
Animal Crossing,Shrunk,Animal Crossing,01b10001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01b10001-00b20502.png,Shrunk,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00b20502,Card
Animal Crossing,Shrunk,Animal Crossing,01b10101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01b10101-017b0502.png,Shrunk - Loud Jacket,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",017b0502,Card
Animal Crossing,Blanca,Animal Crossing,01b30001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01b30001-00b50502.png,Blanca,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00b50502,Card
Animal Crossing,Leif,Animal Crossing,01b40001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01b40001-01130502.png,Leif,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1130502,Card
Animal Crossing,Luna,Animal Crossing,01b50001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01b50001-00510502.png,Luna,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",510502,Card
Animal Crossing,Katie,Animal Crossing,01b60001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01b60001-00ae0502.png,Katie,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00ae0502,Card
Animal Crossing,Lottie,Animal Crossing,01c10000,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01c10000-02440502.png,Lottie,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-11-21', 'na': '2015-11-22'}",2440502,Figure
Animal Crossing,Lottie,Animal Crossing,01c10001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01c10001-00540502.png,Lottie,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",540502,Card
Animal Crossing,Lottie,Animal Crossing,01c10101,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_01c10101-017a0502.png,Lottie - Black Skirt And Bow,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",017a0502,Card
Animal Crossing,Cyrano,Animal Crossing,2000001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_02000001-00a10502.png,Cyrano,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",00a10502,Card
Animal Crossing,Antonio,Animal Crossing,2010001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_02010001-016a0502.png,Antonio,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",016a0502,Card
Animal Crossing,Pango,Animal Crossing,2020001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_02020001-01030502.png,Pango,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",1030502,Card
Animal Crossing,Anabelle,Animal Crossing,2030001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_02030001-019a0502.png,Anabelle,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",019a0502,Card
Animal Crossing,Snooty,Animal Crossing,2060001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_02060001-03120502.png,Snooty,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",3120502,Card
Animal Crossing,Annalisa,Animal Crossing,2080001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_02080001-00960502.png,Annalisa,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",960502,Card
Animal Crossing,Olaf,Animal Crossing,2090001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_02090001-019f0502.png,Olaf,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",019f0502,Card
Animal Crossing,Teddy,Animal Crossing,2140001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_02140001-00e40502.png,Teddy,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",0,Card
Animal Crossing,Pinky,Animal Crossing,2150001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_02150001-01820502.png,Pinky,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",1820502,Card
Animal Crossing,Curt,Animal Crossing,2160001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_02160001-00570502.png,Curt,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",570502,Card
Animal Crossing,Chow,Animal Crossing,2170001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_02170001-01b30502.png,Chow,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01b30502,Card
Animal Crossing,Nate,Animal Crossing,2190001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_02190001-007e0502.png,Nate,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",007e0502,Card
Animal Crossing,Groucho,Animal Crossing,021a0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_021a0001-00da0502.png,Groucho,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00da0502,Card
Animal Crossing,Tutu,Animal Crossing,021b0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_021b0001-00800502.png,Tutu,"{'au': '2015-10-03', 'eu': '2015-10-02', 'jp': '2015-07-30', 'na': '2015-09-25'}",800502,Card
Animal Crossing,Ursala,Animal Crossing,021c0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_021c0001-02f70502.png,Ursala,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",02f70502,Card
Animal Crossing,Grizzly,Animal Crossing,021d0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_021d0001-01cd0502.png,Grizzly,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01cd0502,Card
Animal Crossing,Paula,Animal Crossing,210,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_021e0001-01230502.png,Paula,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1230502,Card
Animal Crossing,Ike,Animal Crossing,021f0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_021f0001-03170502.png,Ike,"{'au': '2016-11-10', 'eu': '2016-11-11', 'jp': '2016-11-03', 'na': '2016-12-02'}",3170502,Card
Animal Crossing,Charlise,Animal Crossing,2200001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_02200001-00fd0502.png,Charlise,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00fd0502,Card
Animal Crossing,Beardo,Animal Crossing,2210001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_02210001-013c0502.png,Beardo,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",013c0502,Card
Animal Crossing,Klaus,Animal Crossing,2220001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_02220001-01440502.png,Klaus,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",1440502,Card
Animal Crossing,Jay,Animal Crossing,022d0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_022d0001-00f20502.png,Jay,"{'au': '2015-11-21', 'eu': '2015-11-20', 'jp': '2015-10-29', 'na': '2016-01-22'}",00f20502,Card
Animal Crossing,Robin,Animal Crossing,220,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_022e0001-01d30502.png,Robin,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01d30502,Card
Animal Crossing,Anchovy,Animal Crossing,022f0001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_022f0001-011e0502.png,Anchovy,"{'au': '2016-03-19', 'eu': '2016-03-18', 'jp': '2016-01-14', 'na': '2016-03-18'}",011e0502,Card
Animal Crossing,Twiggy,Animal Crossing,2300001,https://raw.githubusercontent.com/N3evin/AmiiboAPI/master/images/icon_02300001-01d20502.png,Twiggy,"{'au': '2016-06-18', 'eu': None, 'jp': '2016-03-24', 'na': '2016-06-10'}",01d20502,Card
